Collector,Site,Julian,Year,Date,DateCollector,Location,Number,OldNumber,PIT,PITnew,BurrowNo,Burrow Synonym,Lat,Long,Status,EstimatedAge,KnownAge,Sex,AgeSex,ReproSex,Mass,Clmax,Clmid,BridgeWidth,Thickness,Pltotal,Plmid,TotalLength,Concavity,Plasma,UDBA,BloodT,CaptureTime,Nasal,Nail,Pics,BKA,Nares,Eyes,EyeLids,PerioC,Conjunctive,URTDscarring,DateTrapSet,DateTrapSetJG,Comments,Comments2
Goessling,3,42204,2015,19-Jul-15,071915,Conecuh National Forest,244,244,,,NB15,,NA,NA,N,>23,,F,F,F,3967,27.2,,213,124,26.6,24.3,28.7,6,Y,UDB,628,M,Y,Y,Y PHONE,31.00511073,0,0,0,0,0,MILD EROSION BOTH NARES,16-Jul-15,071615,,Coordinates missing
Goessling,3,43632,2019,16-Jun-19,6/16/19,Conecuh National Forest,244,244,43-182731,Y,215,OB09,31.04030,-86.64140,R,old,,F,F,F,3871,27.7,27.6,21.5,12.4,26.7,24.5,28.8,7,Y,NO,55,1030,N,N,JG PHONE,,0,0,,0,0,NONE,9-Jun-19,6/9/19,,
Goessling,3,42204,2015,19-Jul-15,071915,Conecuh National Forest,245,245,,,NB17,,NA,NA,N,>23,,F,F,F,2481.6,24.6,,186,117,24.8,22.5,26.0,11,Y,UDB,388,M,Y,Y,Y PHONE,52.8109029,0,0,0,0,0,MILD EROSION BOTH NARES,16-Jul-15,071615,MAYBE OVERNIGHT IN TRAP,Coordinates missing
Goessling,3,42957,2017,10-Aug-17,8102017,Conecuh National Forest,245,245,,,17.13,3-17-13,31.04086,-86.64276,R,old,,F,F,F,2896,24.8,,185,107,25.0,22.5,26.1,10,Y,UB,50,10:25,N,N,1992-1997,62.8,0,0,0,0,0,NONE,8-Aug-17,8082017,FRONT RIGHT CLAW REGROWN,
Goessling,3,42205,2015,20-Jul-15,072015,Conecuh National Forest,246,246,,,NB13,,NA,NA,N,4,4,J,J,J,211.9,10.5,,84,48,10.5,9.9,10.8,1,Y,N,97,A,Y,Y,Y PHONE,47.87052811,0,0,0,0,0,,18-Jul-15,071815,LAVAGE SAMPLE IMMEDIATELY TURNED YELLOW AFTER MEDIA. SAMPLE IN COOLER ~5 HOURS BEFORE FREEZING.,Coordinates missing
Goessling,3,42208,2015,23-Jul-15,072315,Conecuh National Forest,246,246,,,NB27,,NA,NA,R,,4,J,J,J,,,,,,,,,,Y,,59,,,,,0,,,,,,,NA,"TRAP WAS OPEN FOR DAYS, BUT TORTOISE CAME IN THIS DAY AND GOT RETRAPPED",SUBCAR. BLOOD,Coordinates missing
Goessling,3,42206,2015,21-Jul-15,072115,Conecuh National Forest,247,247,,,NB24,,31.04029,-86.64276,N,4,4,J,J,J,160.6,9.6,,80,44,9.4,8.9,9.6,0,Y,UB,68,A,Y,Y,Y PHONE,22.99829642,0,0,0,0,0,,17-Jul-15,071715,,
Goessling,3,42209,2015,24-Jul-15,072415,Conecuh National Forest,247,247,,,NB19,,NA,NA,R,4,4,J,J,J,,,,,,,,,,Y,,59,A,,,,49.06303237,,,,,,,24-Jul-15,072415,SUBCAR. BLOOD,Coordinates missing
Goessling,3,42956,2017,9-Aug-17,8092017,Conecuh National Forest,247,247,,,17.05,3-17-05,31.04012,-86.64284,R,6,6,J,J,J,303,11.4,,96,51,11.6,10.4,11.7,0,Y,UB,75,14:50,N,N,1987-1991,29.5/38.7,0,0,0,0,0,MILD EROSION,5-Aug-17,8052017,,
Goessling,3,42958,2017,11-Aug-17,8112017,Conecuh National Forest,247,247,,,17.03,3-17-03,31.04018,-86.64258,R,6,6,J,J,J,293,11.7,,95,52,11.7,10.8,11.5,0,Y,NO,48,11:45,N,N, ,29.5/38.7,0,0,0,0,0,NONE,5-Aug-17,8052017,RECAP FROM EARLIER IN WEEK,
Goessling,3,43627,2019,11-Jun-19,6/11/19,Conecuh National Forest,247,247,43-182702,Y,17.03,3-17-03,31.04018,-86.64258,R,8,8,J,J,J,448.2,13.5,13.4,10.5,6.2,13.3,12,13.4,0,Y,UDB,70,1447,N,N,JG PHONE,,1,0,0,0,0,NONE,10-Jun-19,6/10/19,,"SLIGHTLY OVERGROWN BEAK, PIT TAG IN FRONT OF REAR RIGHT KNEE. BIT AT RESEARCHERS. STRESSED IN TRAP. "
Goessling,3,43632,2019,16-Jun-19,6/16/19,Conecuh National Forest,247,247,43-182702,N,17.05,3-17-05,31.04012,-86.64284,R,-,8,J,J,J,412.8,13.3,NA,NA,NA,NA,NA,NA,NA,N,-,-,-,N,N,N,,0,0,0,0,0,MILD ASYM,10-Jun-19,6/10/19,,"SHORT TERM RECAP, THUS NOT ALL MEASURES/BLOOD COLL"
Goessling,3,42207,2015,22-Jul-15,072215,Conecuh National Forest,248,248,,,NB33,,31.03928,-86.64252,N,5,5,J,J,J,301.3,11.9,,93,53,11.6,10.8,12.0,0,Y,UB,68,M,Y,Y,Y PHONE,11.92504259,1,0,0,0,0,MOD EROSION,21-Jul-15,072115,"MILD DRIP, L NARIS",
Goessling,3,42955,2017,8-Aug-17,8082017,Conecuh National Forest,248,248,,,248,NB12,31.03838,-86.64231,R,7,7,J,J,J,527,13.9,,112,63,14.0,12.8,14.3,0,Y,UB,95,10:48,N,N,1971-1975,23.4,0,0,0,0,0,MOD EROSION BOTH,6-Aug-17,8062017,FRONT LEFT REGROWN CLAW,
Goessling,3,42207,2015,22-Jul-15,072215,Conecuh National Forest,249,249,,,NB23,,31.03981,-86.64263,N,4,4,J,J,J,152.8,9.2,,74,44,9.2,8.8,9.3,0,Y,UB,151,M,Y,Y,Y PHONE,52.64054514,0,0,0,0,0,L NARIS MODERATE EROSION,16-Jul-15,071615,,
Goessling,3,42207,2015,22-Jul-15,072215,Conecuh National Forest,250,250,,,NB35,,NA,NA,N,6,6,M,JM,J,591.8,14.2,,113,66,13.7,12.6,14.5,2,Y,UB,132,A,Y,Y,Y PHONE,44.12265758,1,0,0,0,0,MILD EROSION,21-Jul-15,072115,NARES DRIP,Coordinates missing
Goessling,3,42954,2017,7-Aug-17,8072017,Conecuh National Forest,250,250,,,17.08,3-17-08,31.0406,-86.64201,R,9,8,M,JM,J,1040,17.1,,136,78,16.6,15.2,17.7,4,Y,UDB,240,MORNING,N,N,1949-1954,42,0,0,0,0,0,MOD EROSION BOTH,5-Aug-17,8052017,LIKELY IN TRAP OVERNIGHT,J/M
Goessling,3,43632,2019,16-Jun-19,6/16/19,Conecuh National Forest,250,250,43-182775,Y,17.08,3-17-08,31.04060,-86.64201,R,9,10,M,M,M,1343.1,18.7,18.6,14.7,8.4,18.3,16.8,19.5,6,Y,NO,97,1325,N,N,JG PHONE,,0,0,0,0,1,MOD EROSION,9-Jun-19,6/9/19,,
Goessling,3,42209,2015,24-Jul-15,072415,Conecuh National Forest,251,251,,,NB37,,31.03827,-86.64343,N,20,,F,F,F,3452.4,26.6,,208,112,25.0,23.2,27.9,5,Y,N,135,M,Y,Y,Y PHONE,66.439523,0,0,0,0,0,MILD EROSION BOTH NARES,22-Jul-15,072215,,
Goessling,3,42959,2017,12-Aug-17,8122017,Conecuh National Forest,251,251,,,17.1,3-17-10,31.03833,-86.64336,R,>22,,F,F,F,3420,26.8,,210,112,25.3,23.4,28.1,7,Y,UDB,110,11:50,N,N,2005-2010,53.5,0,0,0,0,0,NONE,5-Aug-17,8052017,"ONE CLAW FRONT RIGHT BROKEN, STRESSED IN TRAP",
Goessling,3,42209,2015,24-Jul-15,072415,Conecuh National Forest,252,252,,,226,NB07,31.04067,-86.6432,N,16,,M,M,M,1937.4,22.0,,165,97,23.5,21,23.7,10,Y,UDB,60,M,Y,Y,Y PHONE,79.7274276,0,0,0,0,0,,20-Jul-15,072015,PROBABLY IN TRAP OVERNIGHT,
Goessling,3,42209,2015,24-Jul-15,072415,Conecuh National Forest,253,253,,,NB27,,NA,NA,N,5,5,J,J,J,216.6,10.8,,84,49,10.4,9.9,11.0,0,Y,N,60,M,Y,Y,Y PHONE,67.80238501,0,0,0,0,0,,18-Jul-15,071815,,Coordinates missing
Goessling,3,42211,2015,26-Jul-15,072615,Conecuh National Forest,253,253,,,NB30,,31.03906,-86.64192,R,,5,J,J,J,,,,,,,,,,Y,,180,A,,,,38.84156729,,,,,,,19-Jul-15,071915,SUBCAR. BLOOD,
Goessling,3,42958,2017,11-Aug-17,8112017,Conecuh National Forest,253,253,,,341,17-09,31.03896,-86.64186,R,7,7,J,J,J,449,13.5,,105,58,13.2,12.2,13.8,0,Y,UB,65,11:30,N,N,1998-2004,14.3,0,0,0,0,0,MILD EROSION,5-Aug-17,8052017,,
Goessling,3,42200,2015,15-Jul-15,072515,Conecuh National Forest,254,254,,,NB31,,31.04085,-86.64366,N,15,,F,F,F,3644.8,27.6,,212,118,26.7,24.3,28.4,3,Y,N,165,A,Y,Y,Y PHONE,33.39011925,0,0,0,0,0,,20-Jul-15,072015,,
Goessling,3,43631,2019,15-Jun-19,6/15/19,Conecuh National Forest,254,254,43-182736,Y,17.13,3-17-13,31.04082,-86.64271,R,20,,F,F,F,4128.1,28.2,27.6,21.7,11.9,27.5,24.8,29.1,4,Y,UDB,105,,N,N,JG PHONE,,0,0,0,0,0,NONE,10-Jun-19,6/10/19,,"STRESSED IN TRAP, OVERNIGHT? BRUISED FOREARM"
Goessling,3,42211,2015,26-Jul-15,072615,Conecuh National Forest,255,255,,,215,OB09,31.04028,-86.64142,N,19,,F,F,F,2423,22.7,,188,101,22.1,19.8,23.7,3,Y,N,8:30 AND 38MIN,A,Y,Y,Y PHONE,73.93526405,0,0,0,0,0,MOD EROSION R NARIS,16-Jul-15,071615,,
Goessling,3,43625,2019,9-Jun-19,6/9/19,Conecuh National Forest,255,255,43-182600,Y,17.04,3-17-04,31.04011,-86.64252,R,19,,F,F,F,2445.3,23.2,23.2,19.5,10.3,22.8,20.4,24.5,5,Y,-,180,1650,N,N,CG PHONE,,0,0,0,0,2,MILD ASYM,NA,NA,,HAND CAPTURED OUTSIDE OF BURROW
Goessling,3,42212,2015,27-Jul-15,072715,Conecuh National Forest,256,256,,,243,NB28,31.04021,-86.641597,N,old,,F,F,F,4335.5,28.4,,224,119,27.3,25.2,29.4,8,Y,UB,480,A,Y,Y,Y PHONE,82.62350937,0,0,0,0,0,MOD EROSION BOTH NARES,19-Jul-15,071915,"MINOR MARK AT SCUTE 10, MAYBE OLD FILE, PROBABLY NOT",
Goessling,3,43633,2019,17-Jun-19,6/17/19,Conecuh National Forest,256,256,43-182728,Y,214,OB06,31.03997,-86.64127,R,old,,F,F,F,4572.4,28.6,28.6,22.5,11.2,27.5,25.4,29.5,8,Y,DB,140,1026,N,N,JG PHONE,,-,-,-,-,-,MOD EROSION,9-Jun-19,6/9/19,,STRESSED IN TRAP
Goessling,3,42954,2017,7-Aug-17,8072017,Conecuh National Forest,308,308,,,17.11,3-17-11,31.03989,-86.64163,N,8,8,J,J,J,460,13.9,,108,55,13.5,12.7,13.9,0,Y,UB,86,10:35,N,N,1942-1948,9.9,1,0,0,0,0,MOD EROSION BOTH,6-Aug-17,8062017,,
Goessling,3,42954,2017,7-Aug-17,8072017,Conecuh National Forest,309,309,,,340,17-12 = nb29 = 754?,31.03999,-86.64270,N,>16,,M,M,M,2509,23.9,,178,103,23.3,21.7,24.8,9,Y,UDB,90,11:48,N,N,1960-1965,73.8/84.7,0,0,0,0,0,MOD EROSION BOTH,6-Aug-17,8062017,"FRONT LEFT 3 CLAWS BROKEN, FRONT RIGHT 4 CLAWS BROKEN, STRESSED IN TRAP",
Goessling,3,42958,2017,11-Aug-17,8112017,Conecuh National Forest,309,309,,,17.14,3-17-14,31.04018,-86.64246,R,NA,,M,M,M,2498,,, , ,,,, ,Y, ,90,11:55,N,N, ,73.8-84.7, , , , , , ,9-Aug-17,8092017,RECAP FROM EARLIER IN WEEK,
Goessling,3,42955,2017,8-Aug-17,8082017,Conecuh National Forest,310,310,,,NB36,,31.03814,-86.64326,N,6,6,J,J,J,341,12.4,,101,54,12.0,11,12.4,0,Y,UB,66,10:33,N,N,1966-1970,16.9,1,0,0,0,0,MOD EROSION BOTH,6-Aug-17,8062017,,
Goessling,3,42956,2017,9-Aug-17,8092017,Conecuh National Forest,311,311,,,157,17-01,31.04037,-86.64172,N,12,12,F,F,J,1101,18.0,,138,80,18.1,16.5,18.6,3,Y,N,0:00,14:29,N,N,1981-1986,53.5,0,0,0,0,0,NONE,5-Aug-17,8052017,REGROWING 1 FRONT LEFT CLAW,
Goessling,3,43626,2019,10-Jun-19,6/10/19,Conecuh National Forest,347,347,43-182670,Y,226,NB07,31.04067,-86.64320,N,>28,,F,F,F,3327,26,25.9,20.5,11.3,25.4,23.6,27,3,Y,NO,190,1535,N,N,JG PHONE,,1,0,0,0,0,MILD EROSION,9-Jun-19,6/9/19,,
Goessling,3,43627,2019,11-Jun-19,6/11/19,Conecuh National Forest,348,348,43-182724,Y,19.03,3-19-03,31.03849,-86.64346,N,2,2,J,J,J,72,7.1,6.9,5.8,3.4,6.8,6.7,7.2,1,Y,UB,60,1412,N,N,JG PHONE,,0,0,0,0,0,NONE,10-Jun-19,6/10/19,,
Goessling,3,43628,2019,12-Jun-19,6/12/19,Conecuh National Forest,349,349,43-182647,Y,19.07,3-19-07,31.03781,-86.64275,N,2,2,J,J,J,68.8,7.1,6.8,5.9,3.5,6.8,6.4,7.1,0,Y,UB,100,1010,N,N,JG PHONE,,-,-,-,-,-,NONE,10-Jun-19,6/10/19,,"STRESSED/FOAMY, THUS NOT URDT SCORED. "
Goessling,3,43631,2019,15-Jun-19,6/15/19,Conecuh National Forest,351,351,43-182730,Y,237,"173, nb20",31.03961,-86.642728,N,old,,M,M,M,2056.9,23.3,23.2,16.5,9.5,23.6,20.9,24.5,11,Y,UDB,~15 MIN,1053,N,N,JG PHONE,,0,0,0,0,0,MOD EROSION/ASYM,10-Jun-19,6/10/19,,POSTERIOR PLASTRON SCUTES GROWING INTO POSTERIOR MARGINALS
Goessling,3,43631,2019,15-Jun-19,6/15/19,Conecuh National Forest,352,352,43-182707,Y,OB-01,OB3-01,31.04074,-86.64223,N,18,,M,M,M,2579.3,24,24,18.8,10.2,22.9,21.3,24.8,10,Y,NO,50,1420,N,N,JG PHONE,,0,0,0,0,0,MOD ASYM,13-Jun-19,6/13/19,,"BROKE OFF THREE CLAWS FRONT RIGHT, ONE CLAW FRONT LEFT. GULAR HAS OLD DAMAGE (POSSIBLE CHEWING FROMM MAMMAL)"
Goessling,3,43632,2019,16-Jun-19,6/16/19,Conecuh National Forest,353,353,43-182714,Y,19.04,3-19-04,31.03850,-86.64323,N,9,9,J,J,J,638,14.5,14.5,11.9,6.6,14.3,12.8,14.6,0,Y,UB,100,1015,N,N,JG PHONE,,0,0,0,0,0,MILD EROSION,10-Jun-19,6/10/19,,PIT TAG LOOSE; MAMY FALL OUT. 
Goessling,3,43633,2019,17-Jun-19,6/17/19,Conecuh National Forest,354,354,43-182654,Y,NB37,,31.03827,-86.64347,N,old,,M,M,M,2650.2,23.6,23.2,18.2,9.6,23.5,21.7,25,12,Y,NO,130,1014,N,N,JG PHONE,,1,0,0,0,0,MOD EROSION,10-Jun-19,6/10/19,,
Guyer,4,37504,2002,05-Sep-02,05-Sep-02,Conecuh National Forest,1,1,,,544,,31.04032,-86.68345,N,9,9,J,J,J,413,12.8,,10.2,,12.8,,13.2,0,,,,,,,,,,,,,,,,,,
Guyer,4,37505,2002,06-Sep-02,06-Sep-02,Conecuh National Forest,2,2,,,696,,31.03866164,-86.68649102,N,10,10,F,F,J,870,17.0,,13.4,,16.7,,17.3,0,,,,,,,,,,,,,,,,,,
Guyer,4.1,37506,2002,07-Sep-02,07-Sep-02,Conecuh National Forest,3,3,,,921,,31.03424,-86.68888,N,9,9,J,J,J,639,15.1,,12,,14.5,,15.3,,,,,,,,,,,,,,,,,,,
Guyer,4,37508,2002,09-Sep-02,09-Sep-02,Conecuh National Forest,5,5,,,914,,31.04001,-86.68672,N,6,6,J,J,J,202,10.7,,8,,10.5,,10.9,,,,,,,,,,,,,,,,,,,
Guyer,4,37509,2002,10-Sep-02,10-Sep-02,Conecuh National Forest,6,6,,,264,659,31.03737,-86.68542,N,16,,M,M,M,1797,21.4,,16,,21.6,,22.8,5.5,,,,,,,,,,,,,,,,,"age is an estimate; burrow also listed as 654, but note indicates there is no burrow 654",
Goessling,4,42890,2017,4-Jun-17,6042017,Conecuh National Forest,6,6,,,989.1,,31.03856,-86.68587,R,old,,M,M,M,2182,22.7,,169,97,23.0,,24.4,10,Y,UDB,85,14:47,N,N,1807-1811,55.6,1,0,0,0,0,MILD EROSION,29-May-17,5292017,"BROKEN 3 FRONT RIGHT CLAWS, 1 RIGHT REAR CLAW. Two healed holes in posterior plastron. ",
Guyer,4.1,37013,2001,02-May-01,02-May-01,Conecuh National Forest,20,300,,,457,577,31.03443,-86.68856,N,17,,M,M,M,2439,23.2,,17.7,,24.3,,24.7,7,,,,,,,,,,,,,,,,,left and right side of carapace as shown in picture are splitting,
Goessling,4,42564,2016,13-Jul-16,7132016,Conecuh National Forest,20,300,,,37,16-40,31.03802,-86.68684,R,32,,M,M,M,3145,25.1,,18.6,112,25.8,23.6,26.9,13,y,ub,503,,n,n,1562-1565,,0,0,0,0,0,mild erosion,11-Jul-16,7112016,"refiled at ""20"" (2 l rear marginal) which was probably a file notch. Previously drilled at 100 and 200. Cement from old transmitter on carapace. Foamy in trap.",4-16-40
Goessling,4,43920,2020,30-Mar-20,43920,Conecuh National Forest,20,300,,,NA,,31.03790,-86.68418,DEAD,34.5,,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,Shell found; animal dead; causes unknown; been dead for 2-6 months,
Guyer,4,36345,1999,04-Jul-99,04-Jul-99,Conecuh National Forest,25,25,,,NA,Unkown burrow ID,NA,NA,N,16,,F,F,F,2768,26.2,,20.6,,26.0,,27.3,4,,,,,,,,,,,,,,,,,older than 16,
Guyer,4.1,36782,2000,13-Sep-00,13-Sep-00,Conecuh National Forest,25,25,,,454,,31.03443,-86.68889,R,17,,F,F,F,2884,26.4,,20.7,,26.0,,27.3,3,,,,,,,,,,,,,,,,,151.426,
Guyer,4,37766,2003,25-May-03,25-May-03,Conecuh National Forest,25,25,,,639,441,31.0382,-86.68782,R,,,F,F,F,3075,26.0,,,,26.3,,,,,,,,,,,,,,,,,,,,transmitter recovered; rear marginal cracked all the way through the carapace along sulcus as indicated; a plus sign etched into carapace where indica,
Goessling,4,43614,2019,29-May-19,5/29/19,Conecuh National Forest,25,25,43-182716,Y,19.01,OB19-01,31.03991,-86.68538,R,old,,F,F,F,3380,27.2,27,26,108,26.7,242,27.9,3,Y,NO,100,1035,N,N,JG PHONE,,0,0,0,0,0,MOD EROSION,5/25/19,5/25/19,,"FILED AND OLD DRILL AT ""20"", SCARS ON CARAPACE"
Guyer,4,35619,1997,08-Jul-97,08-Jul-97,Conecuh National Forest,38,38,,,822,16-31,31.03807,-86.68393,N,18,,M,M,M,,23.7,,17.3,,23.0,,24.2,5,,,,,,,,,,,,,,,,,more than 18,
Guyer,4,36304,1999,24-May-99,24-May-99,Conecuh National Forest,38,38,,,541,203,31.04064,-86.68415,R,21,,M,M,M,2262,23.6,,18.1,,23.7,,24.6,8,,,,,,,,,,,,,,,,,might be #54 with damage to 1 and 2 scute;,
Guyer,4,36722,2000,15-Jul-00,15-Jul-00,Conecuh National Forest,38,38,,,387,"271, 442",31.03861,-86.68388,R,18,,M,M,M,2020,23.5,,18.2,,23.9,,24.6,7,,,,,,,,,,,,,,,,,more then 18,
Guyer,4,36761,2000,23-Aug-00,23-Aug-00,Conecuh National Forest,41,41,,,387,"271, 442",31.03861,-86.68388,N,25,,F,F,F,2362,23.5,,18.2,,22.9,,24.3,4,,,,,,,,,,,,,,,,,THIS WAS ENTERED INTO DATASET IN 2005-VMJ; more than 25,
Guyer,4.1,33782,1992,27-Jun-92,27-Jun-92,Conecuh National Forest,49,49,,,569,,31.03464,-86.68999,N,9,9,F,JF,J,480,13.0,,10.4,,12.9,,13.1,0,,,,,,,,,,,,,,,,,dark markings on ventral scutes,
Guyer,4,33791,1992,06-Jul-92,06-Jul-92,Conecuh National Forest,49,49,,,387,"271, 442",31.03861,-86.68388,R,,9,F,JF,J,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyer,4.1,34172,1993,22-Jul-93,22-Jul-93,Conecuh National Forest,49,49,,,569,,31.03464,-86.68999,R,10,10,F,JF,J,581,14.3,,11.7,,14.0,,14.7,0,,,,,,,,,,,,,,,,,,
Guyer,4.1,34543,1994,28-Jul-94,28-Jul-94,Conecuh National Forest,49,49,,,949,,NA,NA,R,10,11,F,JF,J,698,15.0,,12.1,,14.7,,15.5,0,,,,,,,,,,,,,,,,,,
Guyer,4,33782,1992,27-Jun-92,27-Jun-92,Conecuh National Forest,50,50,,,995,"390, 716",31.03992,-86.68474,N,7,7,J,J,J,450,12.9,,10.6,,13.4,,13.5,,,,,,,,,,,,,,,,,,,
Guyer,4,34174,1993,24-Jul-93,24-Jul-93,Conecuh National Forest,50,50,,,995,"390, 716",31.03992,-86.68474,R,8,8,J,J,J,536,14.0,,11.2,,14.4,,14.5,1,,,,,,,,,,,,,,,,,,
Guyer,4,34543,1994,28-Jul-94,28-Jul-94,Conecuh National Forest,50,50,,,995,"390, 716",31.03992,-86.68474,R,9,9,J,J,J,617,14.6,,11.7,,15.0,,15.2,0,,,,,,,,,,,,,,,,,,
Guyer,4,34554,1994,08-Aug-94,08-Aug-94,Conecuh National Forest,50,50,,,682,,31.03946,-86.68467,R,8,9,J,J,J,621,14.7,,11.7,,15.0,,15.3,0,,,,,,,,,,,,,,,,,,
Guyer,4,33784,1992,29-Jun-92,29-Jun-92,Conecuh National Forest,51,51,,,349,594,31.03932,-86.68902,N,4,4,J,J,J,185,9.9,,7.8,,9.8,,10.2,0,,,,,,,,,,,,,,,,,,
Guyer,4.1,33784,1992,29-Jun-92,29-Jun-92,Conecuh National Forest,52,52,,,922,308,31.03394,-86.69229,N,17,,M,M,M,1900,22.5,,17.5,,20.7,,23.4,5.9,,,,,,,,,,,,,,,,,,
Guyer,4,34549,1994,03-Aug-94,03-Aug-94,Conecuh National Forest,52,52,,,907,"593, 16-21",31.03872,-86.68628,R,15,,M,M,M,2082,22.6,,17.7,,22.5,,23.6,0,,,,,,,,,,,,,,,,,more than 15,
Guyer,4,36044,1998,06-Sep-98,06-Sep-98,Conecuh National Forest,52,52,,,535,302,31.03784,-86.68649,R,16,,M,M,M,2037,22.8,,17.9,,22.6,,23.9,8,,,,,,,,,,,,,,,,,,
Guyer,4.1,36045,1998,07-Sep-98,07-Sep-98,Conecuh National Forest,52,52,,,575,815,31.03601,-86.68831,R,17,,M,M,M,2015,22.9,,17.9,,22.9,,23.9,8,,,,,,,,,,,,,,,,,burrow 815 may be connected to 535,
Guyer,4,36325,1999,14-Jun-99,14-Jun-99,Conecuh National Forest,52,52,,,825,,31.03833,-86.68608,R,14,,M,M,M,1920,22.6,,16.9,,22.7,,23.9,8,,,,,,,,,,,,,,,,,more than 14,
Guyer,4,37771,2003,30-May-03,30-May-03,Conecuh National Forest,52,52,,,694,389,31.03904667,-86.68455667,R,,,M,M,M,2100,22.7,,,,23.2,,,0,,,,,,,,,,,,,,,,,,
Guyer,4,33784,1992,29-Jun-92,29-Jun-92,Conecuh National Forest,53,53,,,916,224,31.03972,-86.68416,N,22,,M,M,M,2300,23.5,,18.3,,22.6,,24.0,9.9,,,,,,,,,,,,,,,,,more than 22,
Guyer,4.1,34174,1993,24-Jul-93,24-Jul-93,Conecuh National Forest,53,53,,,566,231,31.03418,-86.68925,R,24,,M,M,M,2311,23.5,,18.5,,22.7,,24.1,8,,,,,,,,,,,,,,,,,more than 24,
Guyer,4,34549,1994,03-Aug-94,03-Aug-94,Conecuh National Forest,53,53,,,86,,31.03959,-86.68567,R,20,,M,M,M,2337,23.5,,18.1,,22.6,,24.0,,,,,,,,,,,,,,,,,,more than 20,
Guyer,4,35619,1997,08-Jul-97,08-Jul-97,Conecuh National Forest,53,53,,,916,224,31.03972,-86.68416,R,18,,M,M,M,,23.7,,18.6,,22.8,,24.1,7,,,,,,,,,,,,,,,,,more then 18,
Guyer,4,36343,1999,02-Jul-99,02-Jul-99,Conecuh National Forest,53,53,,,831,,31.03954,-86.68321,R,20,,M,M,M,2357,23.8,,18.5,,23.7,,24.2,10,,,,,,,,,,,,,,,,,more than 20,
Guyer,4,36731,2000,24-Jul-00,24-Jul-00,Conecuh National Forest,53,53,,,546,,31.04035,-86.68439,R,22,,M,M,M,2253,23.6,,18.4,,22.8,,24.0,8,,,,,,,,,,,,,,,,,Drill holes as well as file marks for identification; drill holes match different numbering system,
Guyer,4,37491,2002,23-Aug-02,23-Aug-02,Conecuh National Forest,53,53,,,697,,31.03973,-86.68367,R,,,M,M,M,2445,23.7,,18.7,,22.7,,24.2,11,,,,,,,,,,,,,,,,,,
Guyer,4,37494,2002,26-Aug-02,26-Aug-02,Conecuh National Forest,53,53,,,546,,31.04035,-86.68439,R,,,M,M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyer,4,37764,2003,23-May-03,23-May-03,Conecuh National Forest,53,53,,,545,813,31.04008,-86.68368,R,,,M,M,M,2550,24.0,,,,22.9,,,,,,,,,,,,,,,,,,,,,
Guyer,4,33784,1992,29-Jun-92,29-Jun-92,Conecuh National Forest,55,55,,,14974,"90, 16-03",31.04053316,-86.68561795,N,16,,M,M,M,2000,21.8,,16.9,,21.6,,22.6,4,,,,,,,,,,,,,,,,,more than 16,
Guyer,4,33793,1992,08-Jul-92,08-Jul-92,Conecuh National Forest,55,55,,,238,,31.04106,-86.68508,R,,,M,M,M,2000,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyer,4.1,34179,1993,29-Jul-93,29-Jul-93,Conecuh National Forest,55,55,,,570,,31.03476,-86.69255,R,18,,M,M,M,2053,22.2,,17,,22.0,,23.0,3,,,,,,,,,,,,,,,,,,
Guyer,4,36305,1999,25-May-99,25-May-99,Conecuh National Forest,55,55,,,379,"13, 45, 548, 904, 971, 16-01",31.03999,-86.6852,R,17,,M,M,M,2272,23.0,,17.6,,22.7,,27.0,6,,,,,,,,,,,,,,,,,more than 17;,
Guyer,4,36731,2000,24-Jul-00,24-Jul-00,Conecuh National Forest,55,55,,,383,,31.04072,-86.685,R,20,,M,M,M,2223,22.9,,17.7,,23.0,,24.0,4,,,,,,,,,,,,,,,,,more than 20,
Guyer,4,37766,2003,25-May-03,25-May-03,Conecuh National Forest,55,55,,,380,826?,31.03982308,-86.6842333,R,,,M,M,M,2517,23.3,,,,23.4,,,,,,,,,,,,,,,,,,,,dyskeratosis on plastron as indicated; one small hole in abdominal scute,
Goessling,4,42563,2016,12-Jul-16,7122016,Conecuh National Forest,55,55,,,6,222,31.04009,-86.6838,R,old,,M,M,M,2772,24.2,,184,105,23.5,21.6,25.2,8,y,ub,210,,n,n,1551-1555,,0,0,0,0,0,,12-Jul-16,7112016 and 752016 and 6272016,drilled at 1 rear left marginal; transmitter cement on shell.,WAYPOINT: 222; old tag 9704; new tag: 6
Guyer,4.1,33788,1992,03-Jul-92,03-Jul-92,Conecuh National Forest,56,56,,,571,,31.03473,-86.69209,N,7,7,J,J,J,405,12.0,,10.4,,12.4,,12.7,0,,,,,,,,,,,,,,,,,five posterior marginal scutes instead of four,
Guyer,4.1,34554,1994,08-Aug-94,08-Aug-94,Conecuh National Forest,56,56,,,457,577,31.03443,-86.68856,R,10,9,J,J,J,640,14.9,,12,,14.6,,15.3,,,,,,,,,,,,,,,,,,,
